,overall_qual,year_built,year_remod/add,mas_vnr_area,neighborhood,total_bsmt_sf,totrms_abvgrd,gr_liv_area,full_bath,garage_area,kitchen_qual,saleprice
402,5,34,34,0.0,3,894.0,5,894,1,308.0,3,128200
403,6,10,10,216.0,5,756.0,5,1573,2,440.0,4,177500
404,8,8,8,232.0,5,1671.0,7,2250,2,756.0,4,320000
405,6,10,10,0.0,3,794.0,7,1514,2,394.0,3,190000
406,6,39,39,236.0,1,672.0,7,1218,1,0.0,3,91500
407,5,56,56,0.0,1,811.0,7,1387,2,256.0,4,93000
408,4,90,60,0.0,1,649.0,6,1317,1,250.0,3,40000
409,6,96,4,0.0,1,684.0,7,1355,1,0.0,4,127000
410,4,114,60,0.0,1,756.0,5,952,1,330.0,3,50138
411,6,34,34,174.0,1,1143.0,6,1113,1,504.0,3,148000
412,5,70,55,0.0,1,740.0,4,778,1,924.0,3,120500
413,6,70,60,0.0,3,778.0,7,1489,2,240.0,3,139500
414,9,3,2,340.0,1,1698.0,8,1698,2,768.0,5,320000
415,7,73,30,0.0,3,1005.0,7,2267,1,498.0,3,219000
416,5,27,27,0.0,3,864.0,5,902,1,484.0,3,131000
417,6,4,4,0.0,3,738.0,7,1495,2,440.0,4,171925
418,5,14,13,0.0,3,1348.0,7,1384,2,404.0,4,177900
419,6,89,60,0.0,3,585.0,7,1436,1,228.0,3,141500
420,6,12,11,0.0,3,952.0,7,1636,2,440.0,3,191000
421,6,6,6,0.0,3,1158.0,5,1158,1,576.0,4,158000
422,8,4,3,274.0,5,1638.0,6,1646,2,870.0,4,248900
423,5,73,60,252.0,3,731.0,7,1768,1,240.0,4,175000
424,6,45,10,0.0,3,1187.0,7,1565,2,299.0,4,185900
425,7,96,40,0.0,1,880.0,6,1768,1,320.0,3,163000
426,5,59,59,0.0,1,660.0,8,1396,2,0.0,3,115000
427,6,32,32,39.0,3,1008.0,6,1096,1,484.0,3,157500
428,7,11,11,210.0,3,1177.0,8,2312,2,658.0,4,245000
429,8,17,17,0.0,5,1337.0,5,1337,2,462.0,4,180000
430,7,6,6,0.0,5,551.0,4,1102,2,480.0,4,148800
431,8,8,8,0.0,3,1128.0,7,2031,2,577.0,4,237000
432,2,90,60,0.0,3,290.0,3,438,1,246.0,2,60000
433,5,34,34,222.0,1,456.0,6,1033,1,504.0,3,165000
434,7,7,7,0.0,3,1129.0,9,2327,2,596.0,4,240000
435,7,18,17,52.0,3,1168.0,6,1187,2,420.0,4,160000
436,6,65,60,0.0,3,780.0,6,1340,1,440.0,3,128000
437,4,55,55,0.0,1,0.0,6,1152,2,0.0,2,82000
438,6,44,2,210.0,3,1562.0,5,1567,2,542.0,4,256000
439,7,90,22,0.0,1,650.0,7,1482,1,324.0,3,143000
440,7,4,3,0.0,5,1689.0,7,1689,2,433.0,4,231713
441,5,41,20,0.0,3,1100.0,7,1424,1,828.0,3,155000
442,5,27,27,0.0,3,816.0,4,816,1,264.0,3,128500
443,7,89,60,174.0,3,1228.0,7,1424,2,312.0,3,168000
444,7,38,6,138.0,3,725.0,7,1479,1,484.0,4,184000
445,5,48,48,0.0,3,1025.0,6,1025,1,0.0,3,124000
446,6,40,40,571.0,3,1442.0,6,1442,2,615.0,3,185000
447,8,10,10,40.0,3,1406.0,7,1936,2,504.0,4,230500
448,7,12,12,227.0,3,1054.0,8,1939,2,555.0,4,227000
449,6,5,5,0.0,3,738.0,7,1476,2,540.0,4,173500
450,5,42,42,0.0,3,833.0,6,898,1,326.0,3,140000
451,8,4,3,0.0,5,1460.0,6,1460,2,480.0,4,247000
452,6,32,32,23.0,3,456.0,5,1034,1,504.0,3,149900
453,5,32,32,180.0,3,864.0,5,1174,1,528.0,3,158000
454,7,7,7,0.0,5,530.0,4,1080,2,496.0,4,147110
455,6,73,60,0.0,1,780.0,7,1376,2,198.0,3,119500
456,5,70,60,0.0,3,840.0,6,1567,1,440.0,3,205000
457,5,115,11,0.0,1,736.0,6,1534,1,0.0,4,148000
458,8,15,14,0.0,5,1595.0,5,1616,2,608.0,4,236500
459,5,72,60,0.0,3,1058.0,6,1551,2,240.0,2,137000
460,5,55,55,0.0,3,960.0,5,960,1,330.0,3,122000
461,7,3,3,0.0,3,1302.0,6,1302,2,436.0,4,176485
462,5,85,60,0.0,1,816.0,4,816,1,210.0,3,109000
463,7,12,12,239.0,5,1502.0,5,1502,1,286.0,4,330000
464,6,2,2,0.0,1,192.0,7,1133,1,308.0,3,143000
465,9,12,12,422.0,5,1408.0,9,3078,2,806.0,4,410000
466,6,16,16,105.0,3,928.0,7,1721,2,471.0,4,201000
467,4,100,60,0.0,1,1077.0,7,1760,1,648.0,3,80000
468,6,65,8,0.0,3,1028.0,9,2320,2,180.0,4,259500
469,7,7,6,94.0,5,1122.0,10,2486,3,452.0,4,279900
470,5,51,16,0.0,3,1246.0,6,1246,1,305.0,4,154000
471,6,52,4,472.0,5,1444.0,7,2144,2,389.0,4,277000
472,5,68,60,0.0,1,799.0,6,1150,1,215.0,3,128000
473,8,3,3,640.0,5,1566.0,7,1600,2,890.0,4,256300
474,4,80,7,0.0,3,930.0,7,1755,2,231.0,4,188000
475,8,8,8,630.0,5,1800.0,7,1800,2,765.0,4,312500
476,7,6,5,0.0,5,600.0,4,1200,2,480.0,4,151000
477,5,39,39,376.0,1,765.0,6,1365,1,440.0,3,122500
478,6,7,7,0.0,3,835.0,7,1696,2,542.0,4,188000
479,7,5,4,0.0,3,945.0,8,1809,2,638.0,4,209700
480,8,4,4,945.0,5,2220.0,7,2234,1,724.0,4,441929
481,6,17,16,120.0,3,886.0,7,1680,2,474.0,4,163000
482,6,44,3,157.0,5,832.0,9,2087,2,444.0,4,187500
483,8,11,10,260.0,3,1462.0,5,1513,2,521.0,4,220000
484,5,43,17,0.0,3,949.0,5,1107,1,308.0,4,127000
485,5,55,3,0.0,3,0.0,5,827,1,392.0,3,107500
486,6,96,9,0.0,1,742.0,9,1484,2,0.0,3,128000
487,5,85,6,0.0,1,680.0,4,764,1,504.0,3,73000
488,9,7,6,562.0,5,1792.0,6,1792,2,874.0,5,374000
489,8,9,8,1110.0,5,1479.0,10,2649,2,746.0,4,421250
490,6,18,17,0.0,3,808.0,7,1593,2,389.0,3,178000
491,4,38,38,0.0,1,1138.0,6,1181,2,588.0,3,137500
492,8,16,16,554.0,5,1986.0,7,1987,2,691.0,4,301500
493,6,75,60,0.0,3,583.0,6,1242,1,180.0,3,105000
494,6,42,6,203.0,3,976.0,4,976,1,504.0,4,157500
495,5,109,60,0.0,1,969.0,6,1214,1,216.0,3,117000
496,5,48,48,0.0,3,864.0,5,864,1,336.0,3,105000
497,6,74,60,0.0,3,1064.0,6,1639,1,240.0,3,115000
498,9,2,2,302.0,5,1736.0,7,1736,2,834.0,5,360000
499,5,31,31,0.0,3,0.0,8,1535,2,400.0,3,118858
500,6,44,10,252.0,3,800.0,7,1632,1,484.0,4,173000
501,3,120,12,0.0,1,630.0,4,725,1,320.0,3,78500
502,7,6,6,0.0,3,840.0,7,1720,2,440.0,4,183500
503,4,57,57,0.0,1,936.0,4,936,1,576.0,3,93000
504,8,7,7,72.0,3,1406.0,7,1589,2,630.0,4,226500
505,6,17,16,0.0,3,799.0,7,1571,2,380.0,3,178000
506,7,7,7,167.0,3,1453.0,7,1479,2,558.0,4,226000
507,5,41,41,178.0,3,784.0,7,1632,1,898.0,3,173000
508,5,45,45,0.0,3,864.0,5,864,1,360.0,3,62383
509,9,2,2,268.0,5,1452.0,11,2713,2,858.0,5,446261
510,7,84,13,0.0,3,624.0,6,1479,1,312.0,4,160000
511,7,6,6,24.0,3,1393.0,7,1576,2,668.0,4,219990
512,7,11,10,125.0,3,1468.0,6,1479,2,577.0,4,191000
513,5,85,16,0.0,1,756.0,6,1060,1,308.0,3,136500
514,4,52,16,0.0,1,0.0,5,943,1,308.0,4,80000
515,7,22,22,178.0,3,1204.0,9,2183,2,786.0,4,229000
516,7,17,16,246.0,3,1050.0,8,1949,2,574.0,4,236000
517,10,4,3,242.0,5,1824.0,8,1824,2,932.0,5,392000
518,6,83,60,0.0,1,720.0,8,1930,2,316.0,3,149000
519,10,12,11,0.0,5,970.0,7,2393,2,846.0,5,345000
520,5,110,5,0.0,1,716.0,8,2014,2,624.0,3,169000
521,4,64,60,0.0,1,484.0,4,1242,1,336.0,3,109900
522,7,17,16,94.0,3,996.0,9,2000,2,650.0,3,188000
523,6,71,60,0.0,1,780.0,6,1412,1,280.0,3,132500
524,5,16,16,0.0,3,990.0,5,990,1,440.0,3,143000
525,5,59,59,0.0,1,1342.0,7,1342,1,256.0,3,125000
526,9,5,5,568.0,5,1868.0,7,1868,2,1085.0,5,415000
527,4,100,60,0.0,1,622.0,6,1363,1,528.0,3,125500
528,6,52,22,183.0,3,1240.0,6,1632,2,338.0,3,139000
529,10,2,2,420.0,5,1722.0,10,2296,2,842.0,5,451950
530,5,51,51,74.0,1,1678.0,10,1678,2,0.0,3,119900
531,8,9,8,136.0,5,1267.0,6,1296,2,471.0,4,220000
532,6,39,39,302.0,3,1587.0,7,1587,2,525.0,3,167300
533,5,69,60,0.0,1,720.0,6,1298,1,256.0,3,122000
534,5,47,47,336.0,3,1728.0,10,1728,2,504.0,3,125000
535,5,53,53,0.0,1,928.0,5,928,1,288.0,3,112500
536,7,5,4,0.0,3,879.0,7,1795,2,578.0,4,191000
537,6,52,52,135.0,3,1080.0,5,1080,1,288.0,3,136000
538,7,12,12,0.0,3,866.0,6,1779,2,546.0,4,197900
539,6,100,7,0.0,1,485.0,5,1635,1,255.0,4,117000
540,7,4,4,84.0,3,1199.0,6,1220,2,632.0,4,194000
541,9,9,9,179.0,5,1310.0,5,1310,1,545.0,4,285000
542,5,70,11,0.0,1,644.0,6,1355,2,0.0,3,127500
543,7,18,10,0.0,5,1095.0,9,2295,2,590.0,4,268000
544,4,110,60,0.0,1,1075.0,7,1798,2,342.0,3,137000
545,7,43,43,0.0,3,1620.0,8,1620,2,578.0,4,215000
546,5,55,55,0.0,3,1216.0,5,1216,1,336.0,3,129500
547,5,74,60,0.0,1,896.0,7,1344,1,240.0,3,115000
548,5,85,60,0.0,1,747.0,5,1159,1,288.0,3,114000
549,4,44,44,0.0,3,1056.0,5,1056,1,384.0,3,107000
550,5,63,60,0.0,3,832.0,6,1216,1,336.0,3,118500
551,6,81,60,0.0,1,862.0,5,1158,1,208.0,3,120000
552,8,5,5,148.0,5,1538.0,7,1538,2,484.0,4,260000
553,5,51,51,150.0,3,1143.0,6,1143,1,308.0,3,136000
554,4,39,39,0.0,3,858.0,5,872,1,480.0,3,123000
555,6,90,60,0.0,1,319.0,6,1406,1,0.0,2,89500
556,6,5,5,0.0,3,1324.0,6,1324,2,430.0,4,199500
557,5,44,44,41.0,3,876.0,6,904,1,408.0,3,109900
558,7,84,6,0.0,3,1276.0,9,2080,1,282.0,4,234000
559,6,6,6,169.0,3,848.0,3,848,1,420.0,4,155900
560,4,53,21,0.0,5,1104.0,8,1788,1,304.0,3,161500
561,6,52,52,541.0,5,819.0,7,1344,1,525.0,4,137500
562,5,100,60,0.0,1,840.0,12,2256,2,0.0,2,76500
563,6,22,21,268.0,5,1151.0,8,2060,2,521.0,3,211000
564,6,12,11,0.0,3,1405.0,5,1337,2,511.0,4,181000
565,6,44,44,183.0,3,1127.0,6,1165,1,490.0,3,174900
566,5,44,44,97.0,3,1164.0,6,1320,1,564.0,3,164500
567,7,6,6,168.0,5,1517.0,7,1535,2,532.0,4,214000
568,7,30,22,280.0,3,738.0,7,2044,2,489.0,3,185000
569,4,81,60,0.0,1,704.0,6,1136,1,336.0,3,123000
570,6,31,31,0.0,3,1001.0,5,1299,2,486.0,4,183500
571,8,11,10,456.0,5,776.0,5,1441,2,492.0,4,174000
572,5,57,57,0.0,1,1073.0,6,1630,2,649.0,3,130000
573,7,85,20,0.0,1,728.0,6,1641,1,546.0,5,178000
574,5,13,12,0.0,3,928.0,6,1629,2,482.0,3,189900
575,6,7,6,170.0,3,848.0,4,848,1,420.0,4,144000
576,6,80,3,0.0,1,816.0,5,816,1,432.0,3,120500
577,5,16,15,0.0,3,1097.0,6,1097,1,672.0,3,145000
578,8,10,10,0.0,5,1494.0,6,1652,2,499.0,5,251000
579,4,42,42,0.0,3,1768.0,8,1768,2,0.0,3,136500
580,4,55,55,58.0,1,0.0,6,1152,2,0.0,3,82500
581,2,100,60,0.0,1,0.0,4,810,1,280.0,3,57625
582,7,3,2,176.0,5,1350.0,6,1358,2,484.0,4,212500
583,6,12,12,116.0,3,1216.0,5,1216,2,402.0,3,164000
584,6,53,53,327.0,1,967.0,6,1638,2,384.0,4,139000
585,7,11,10,212.0,5,600.0,4,1252,2,462.0,4,160000
586,5,18,17,0.0,3,828.0,5,883,1,698.0,3,149000
587,5,42,42,0.0,3,864.0,5,874,1,288.0,3,130000
588,7,89,60,0.0,1,576.0,9,1710,2,480.0,3,140000
589,8,2,1,288.0,5,1836.0,8,1836,2,517.0,4,264500
590,5,53,53,0.0,3,1092.0,6,1092,1,299.0,3,141000
591,7,4,3,0.0,5,1241.0,4,1241,1,569.0,4,199900
592,6,33,33,360.0,3,1350.0,6,1334,2,630.0,3,167900
593,6,50,23,85.0,3,1144.0,7,1429,1,572.0,4,181900
594,8,2,2,36.0,5,1566.0,7,1566,2,750.0,4,262500
595,7,33,18,283.0,3,908.0,8,2288,1,520.0,4,230000
596,9,11,10,60.0,5,1698.0,5,1709,2,506.0,4,328900
597,8,5,5,210.0,5,1721.0,7,1721,2,554.0,4,232698
598,8,2,2,140.0,3,1254.0,5,1254,2,810.0,4,221800
599,5,69,37,0.0,3,576.0,6,1350,1,627.0,4,152400
600,7,10,9,171.0,3,1630.0,6,1630,2,451.0,4,213000
601,7,5,5,96.0,3,784.0,7,1585,2,449.0,4,184900
602,5,57,57,56.0,3,1165.0,5,1336,1,375.0,3,157000
603,5,48,8,0.0,3,864.0,6,1211,1,576.0,3,144000
604,6,31,11,253.0,3,1259.0,5,1353,2,478.0,3,192350
605,7,44,44,202.0,3,1174.0,6,1200,2,440.0,3,163500
606,7,20,20,99.0,3,1475.0,10,2329,2,514.0,4,262280
607,7,8,7,113.0,3,1536.0,7,1536,2,532.0,4,214000
608,6,54,6,0.0,3,1073.0,6,1811,1,470.0,5,230000
609,7,4,4,350.0,5,1063.0,9,2172,2,947.0,4,280000
610,4,53,30,0.0,1,1073.0,6,1073,1,720.0,3,140000
611,6,44,44,351.0,3,756.0,7,1839,1,442.0,3,155000
612,3,92,60,0.0,1,1020.0,5,1020,1,0.0,2,64500
613,6,17,17,85.0,3,946.0,8,1802,2,1017.0,4,218000
614,5,33,33,51.0,3,995.0,6,1009,2,576.0,3,160000
615,8,3,3,0.0,5,1338.0,6,1338,2,598.0,4,208900
616,5,51,14,0.0,1,0.0,11,3820,3,624.0,5,284700
617,7,3,3,0.0,5,689.0,5,1392,2,540.0,4,146000
618,8,14,14,0.0,5,1260.0,4,1288,1,500.0,5,245500
619,6,84,60,0.0,1,992.0,6,1013,1,160.0,3,113000
620,8,6,5,238.0,5,1782.0,7,1782,2,932.0,4,296000
621,9,5,4,200.0,5,1922.0,8,1922,2,676.0,4,377426
622,10,4,3,230.0,5,1700.0,7,1718,2,786.0,5,337500
623,10,6,5,730.0,5,2492.0,8,2492,2,949.0,5,552000
624,4,62,60,0.0,1,624.0,5,936,1,265.0,3,97900
625,6,1,1,0.0,5,1218.0,4,1218,2,676.0,4,208300
626,7,14,13,0.0,3,910.0,8,1820,2,816.0,4,213000
627,7,12,11,0.0,3,880.0,8,1724,2,527.0,4,188000
628,6,52,52,632.0,3,1121.0,7,1336,1,488.0,3,162000
629,5,60,60,0.0,1,910.0,6,1558,1,282.0,3,152000
630,7,6,5,0.0,5,991.0,8,1947,2,678.0,4,254900
631,7,16,15,145.0,3,832.0,6,1657,2,483.0,4,189000
632,7,32,32,383.0,3,2048.0,7,2064,2,550.0,4,235000
633,5,60,60,0.0,1,1164.0,5,1164,1,240.0,3,125000
634,7,35,35,0.0,3,836.0,4,836,1,308.0,3,120000
635,1,59,59,0.0,3,0.0,6,1600,1,270.0,3,81500
636,6,20,20,104.0,1,816.0,5,816,1,0.0,3,118500
637,9,1,1,162.0,5,1766.0,7,1766,2,478.0,5,370878
638,5,61,60,0.0,3,1001.0,8,2002,2,871.0,3,145000
639,7,71,4,312.0,3,798.0,8,1954,1,431.0,4,311500
640,7,4,4,14.0,3,1220.0,6,1364,2,437.0,4,210250
641,7,8,8,0.0,3,916.0,8,1861,2,492.0,4,200000
642,5,33,33,0.0,3,0.0,8,1734,2,539.0,4,126000
643,4,110,7,0.0,1,405.0,6,1039,1,281.0,3,114000
644,4,100,60,0.0,1,677.0,7,1510,2,720.0,4,87500
645,8,5,5,146.0,5,1149.0,10,2541,3,729.0,5,349265
646,8,6,6,264.0,3,1512.0,6,1512,2,845.0,4,203000
647,7,9,9,0.0,3,1454.0,6,1434,2,527.0,4,189000
648,7,7,7,0.0,5,812.0,6,1653,2,628.0,4,209000
649,6,110,60,0.0,1,917.0,8,2007,2,357.0,5,160000
650,5,36,36,44.0,3,1037.0,5,1037,1,431.0,3,129000
651,5,36,35,0.0,3,1389.0,6,1389,1,418.0,3,170000
652,5,97,8,0.0,3,440.0,4,694,1,352.0,4,90350
653,6,86,60,0.0,1,572.0,5,1096,1,0.0,3,79000
654,5,38,38,0.0,3,894.0,5,894,1,552.0,3,149900
655,5,39,39,0.0,3,864.0,5,864,1,576.0,3,123000
656,4,110,60,0.0,1,1095.0,8,1774,2,779.0,3,87000
657,6,33,33,0.0,3,1096.0,6,1118,1,358.0,3,171000
658,6,60,60,0.0,3,1032.0,6,1252,1,288.0,3,119000
659,5,51,51,0.0,3,1148.0,6,1148,1,672.0,3,132500
660,8,85,14,0.0,1,588.0,7,1666,1,228.0,4,161000
661,9,9,8,134.0,3,1357.0,7,1947,2,725.0,4,274000
662,5,43,43,0.0,3,912.0,5,912,1,336.0,3,125000
663,5,64,60,0.0,1,1195.0,8,1195,2,0.0,3,98500
664,8,16,15,0.0,5,1624.0,5,1624,2,757.0,4,262000
665,5,31,31,40.0,3,914.0,5,914,1,444.0,3,134900
666,5,51,51,0.0,5,1350.0,5,1328,1,308.0,3,170000
667,6,84,19,0.0,3,686.0,6,1461,1,225.0,3,135000
668,6,20,19,304.0,5,930.0,9,2683,2,473.0,4,290000
669,7,3,3,0.0,3,1246.0,6,1258,2,462.0,4,173500
670,5,62,8,0.0,1,896.0,8,2008,3,230.0,5,225000
671,5,49,49,0.0,3,864.0,6,1187,1,440.0,3,140500
672,5,16,16,0.0,3,990.0,5,990,1,299.0,3,126000
673,8,11,11,466.0,5,960.0,7,1586,2,480.0,4,170000
674,5,15,15,0.0,3,990.0,5,990,1,576.0,3,156000
675,5,53,13,0.0,3,1484.0,6,1600,1,319.0,3,207500
676,8,3,3,0.0,5,896.0,8,1792,2,590.0,4,255000
677,4,37,37,0.0,1,462.0,4,988,1,297.0,3,94900
678,5,52,52,0.0,3,1170.0,6,1170,1,338.0,3,140000
679,3,105,60,0.0,1,738.0,7,1376,1,216.0,3,96900
680,5,44,44,200.0,3,1154.0,6,1154,1,480.0,3,154000
681,8,100,11,0.0,1,725.0,7,1772,2,816.0,4,184900
682,10,3,2,816.0,5,2078.0,7,2084,2,1220.0,5,385000
683,4,74,60,0.0,1,951.0,6,951,1,327.0,3,106500
684,8,10,10,150.0,5,1455.0,10,2687,2,810.0,4,327000
685,9,5,4,198.0,5,2458.0,9,2490,2,795.0,5,468000
686,6,83,60,0.0,1,1204.0,4,1666,1,384.0,3,135000
687,6,5,5,0.0,3,1141.0,6,1141,1,484.0,3,142500
688,5,42,42,0.0,3,732.0,7,1464,1,470.0,3,141000
689,5,100,19,0.0,1,1117.0,5,1347,1,0.0,3,107500
690,5,68,31,0.0,3,672.0,4,1282,1,240.0,3,108500
691,6,16,16,0.0,3,636.0,6,1320,2,472.0,4,150000
692,3,94,60,0.0,1,216.0,6,936,1,0.0,3,78000
693,8,3,2,186.0,5,1580.0,7,1580,2,830.0,4,235128
694,7,39,8,351.0,5,1643.0,5,1824,2,739.0,4,302000
695,5,35,9,0.0,3,864.0,5,1558,2,440.0,3,163000
696,3,65,3,0.0,1,0.0,5,640,1,240.0,3,84900
697,6,36,36,0.0,3,855.0,6,1322,2,440.0,3,147000
698,7,95,5,0.0,1,910.0,7,1826,1,164.0,5,155000
699,7,20,20,54.0,5,1309.0,6,1339,2,484.0,3,180000
700,4,80,60,0.0,1,0.0,7,1092,2,0.0,2,55000
701,7,7,7,442.0,5,868.0,6,1146,2,438.0,4,187500
702,6,34,34,255.0,1,1041.0,6,1125,1,352.0,3,125000
703,7,74,23,0.0,3,1017.0,6,2057,1,180.0,4,250000
704,5,100,60,0.0,1,481.0,5,899,1,200.0,3,78000
705,4,100,14,0.0,1,828.0,9,1594,2,0.0,3,118000
706,8,3,3,254.0,5,1694.0,7,1694,2,818.0,4,318000
707,8,17,16,125.0,3,777.0,8,1911,2,471.0,4,215000
708,4,85,60,0.0,1,432.0,4,672,1,0.0,3,72000
709,6,34,34,160.0,3,1193.0,7,1523,2,478.0,3,180000
710,6,24,24,132.0,5,1606.0,7,1651,2,616.0,3,184000
711,5,51,51,132.0,3,1041.0,6,1041,1,270.0,3,124500
712,5,52,52,0.0,3,1604.0,8,1604,2,576.0,3,135000
713,6,70,21,0.0,1,981.0,6,1672,1,240.0,4,164900
714,7,41,41,168.0,3,1164.0,6,1164,1,528.0,3,140000
715,5,52,52,0.0,3,1041.0,6,1041,1,294.0,3,128000
716,6,32,32,40.0,3,450.0,6,1034,1,504.0,3,153000
717,6,100,60,0.0,1,796.0,7,1609,1,228.0,3,127500
718,5,60,4,0.0,3,572.0,7,1337,1,264.0,4,141500
719,8,16,15,362.0,5,1463.0,9,2622,2,712.0,4,325000
720,7,17,17,112.0,3,1594.0,6,1594,2,472.0,4,188500
721,6,4,4,68.0,5,1262.0,5,1262,2,572.0,4,185000
722,6,5,4,126.0,3,1175.0,6,1175,1,0.0,4,146000
723,6,93,3,0.0,1,624.0,5,1288,1,280.0,5,119000
724,5,39,39,142.0,1,630.0,6,1302,2,280.0,3,112000
725,8,5,5,0.0,5,1247.0,4,1247,1,550.0,4,197000
726,9,4,4,215.0,5,1738.0,11,2589,2,831.0,5,412083
727,8,8,8,148.0,3,1568.0,7,1689,2,857.0,4,271000
728,7,7,7,235.0,5,1405.0,6,1405,2,478.0,4,200000
729,7,34,34,130.0,3,1228.0,5,1324,2,585.0,4,174000
730,5,50,50,0.0,3,1377.0,6,1377,1,351.0,3,156500
731,6,14,13,42.0,5,872.0,7,1756,2,422.0,3,204000
732,5,44,4,0.0,3,1228.0,6,1228,1,271.0,4,149350
733,5,56,56,0.0,3,1008.0,4,1008,1,275.0,3,137000
734,7,12,11,202.0,3,1153.0,8,2031,2,541.0,4,222500
735,6,3,3,22.0,3,752.0,6,1504,2,440.0,4,166000
736,5,90,60,0.0,1,936.0,5,936,1,0.0,3,109500
737,4,56,56,0.0,1,0.0,6,1383,1,498.0,3,122000
738,5,90,20,0.0,1,967.0,5,967,1,180.0,3,99900
739,8,4,4,0.0,5,1656.0,7,1656,2,826.0,4,249700
740,6,60,6,0.0,3,1092.0,6,1152,1,300.0,4,158500
741,6,5,5,0.0,3,1142.0,5,1142,1,0.0,4,139500
742,6,10,10,0.0,5,1381.0,5,1403,2,470.0,4,202000
743,5,51,5,122.0,3,1626.0,8,1712,2,588.0,3,145000
744,4,41,41,0.0,3,1198.0,6,1258,0,400.0,3,108959
745,5,62,60,0.0,5,747.0,7,1687,1,572.0,3,160000
746,5,52,52,260.0,3,1560.0,8,1560,2,484.0,3,128600
747,7,34,34,233.0,3,793.0,7,1935,2,550.0,3,197900
748,7,34,34,252.0,3,1047.0,5,1083,1,596.0,3,172000
749,5,33,33,0.0,3,876.0,5,907,1,308.0,3,130000
750,6,11,10,0.0,5,1666.0,6,1675,2,435.0,4,195000
751,5,56,56,0.0,3,988.0,4,988,1,520.0,3,113000
752,8,9,9,0.0,3,1491.0,7,1491,2,490.0,4,209000
753,7,23,21,310.0,5,1645.0,7,1479,2,578.0,4,213500
754,5,59,59,0.0,3,631.0,5,1112,1,480.0,3,126000
755,6,54,54,0.0,1,1436.0,7,1689,1,480.0,3,127500
756,9,3,3,178.0,5,1710.0,6,1710,2,557.0,5,334000
757,6,50,50,212.0,3,1253.0,5,1253,1,352.0,3,157000
758,5,48,48,0.0,3,864.0,5,864,1,294.0,3,125500
759,7,5,5,0.0,3,728.0,7,1456,2,410.0,4,189000
760,7,20,19,0.0,3,1188.0,6,1217,2,497.0,4,173000
761,7,36,36,145.0,5,1748.0,9,2646,2,550.0,4,260000
762,8,3,3,0.0,3,866.0,7,1768,2,578.0,4,212000
763,5,14,14,0.0,3,870.0,5,914,1,576.0,3,148000
764,6,46,46,0.0,3,533.0,8,1775,2,480.0,3,136300
765,5,33,33,1.0,3,1361.0,12,2620,2,600.0,3,190000
766,5,110,4,0.0,1,797.0,10,1627,2,420.0,3,139500
767,7,7,7,0.0,3,660.0,6,1320,2,400.0,4,162000
768,4,71,60,0.0,1,732.0,4,1123,1,264.0,3,100000
769,5,42,7,0.0,3,864.0,5,874,1,288.0,3,126500
770,7,24,23,172.0,3,1502.0,8,2730,2,576.0,4,301000
771,6,13,13,0.0,3,824.0,7,1786,2,684.0,4,204750
772,4,61,60,0.0,3,0.0,6,1040,2,420.0,3,90000
773,5,90,50,0.0,1,973.0,10,2350,2,393.0,3,130000
774,5,42,42,300.0,3,900.0,7,1770,1,530.0,3,155000
775,5,50,50,0.0,3,1269.0,6,1269,1,308.0,3,155000
776,5,45,45,0.0,3,1039.0,6,1039,1,504.0,3,131500
777,6,55,38,164.0,3,1156.0,7,1520,1,364.0,3,153000
778,8,3,2,200.0,5,1704.0,7,1704,2,772.0,4,306000
779,9,4,4,518.0,5,1686.0,6,1686,2,899.0,5,332200
780,8,3,2,338.0,5,1638.0,7,1646,2,800.0,4,293077
781,4,49,49,0.0,3,914.0,4,914,1,270.0,3,128000
782,6,84,6,0.0,1,1149.0,5,1616,2,216.0,4,152000
783,4,61,60,0.0,3,720.0,6,1192,1,0.0,3,135000
784,6,130,60,0.0,1,1008.0,8,2210,2,205.0,2,117500
785,6,83,60,0.0,1,845.0,6,1296,1,576.0,3,127500
786,8,29,29,0.0,5,2461.0,7,2497,2,676.0,4,373000
787,6,40,3,0.0,1,546.0,6,1092,2,0.0,3,98000
788,7,16,3,44.0,3,423.0,6,1652,2,473.0,4,203135
789,7,14,14,0.0,3,880.0,7,1716,2,512.0,4,191000
790,5,54,54,0.0,3,0.0,6,1014,1,267.0,3,98000
791,5,23,22,0.0,1,1200.0,5,1200,3,0.0,3,179000
792,8,4,4,206.0,5,1422.0,7,1432,2,492.0,4,245000
793,7,12,11,0.0,3,1650.0,7,1680,2,583.0,4,213250
794,4,62,60,0.0,1,0.0,3,869,1,390.0,3,89900
795,7,12,12,40.0,3,832.0,7,1718,2,427.0,3,185000
796,6,37,37,567.0,1,525.0,6,1092,1,264.0,3,113500
797,3,81,60,0.0,3,715.0,4,715,1,660.0,3,68000
798,7,7,7,0.0,3,1560.0,7,1560,2,573.0,4,201000
799,7,5,5,0.0,5,866.0,7,1768,2,603.0,4,226700
800,10,3,3,970.0,5,2320.0,7,2290,2,1174.0,5,500067
801,7,6,5,0.0,3,848.0,7,1598,2,433.0,4,201490
802,5,16,16,0.0,3,990.0,5,990,1,528.0,3,155000
803,5,32,32,124.0,3,941.0,4,941,1,564.0,4,145000
804,6,90,11,0.0,1,611.0,6,1362,2,502.0,3,128000
805,6,10,10,0.0,3,915.0,7,1690,2,442.0,3,187000
806,6,5,4,80.0,1,547.0,5,1072,1,525.0,3,145500
